feature_1,feature_2,feature_3,feature_4,label
-1.175468607001639,-1.8798357224478297,0.04731978739326216,-1.021073697151206,normal
0.8264406078681175,-0.46439932650238974,0.2864873055382313,-0.6306391598086201,normal
1.6131388322760378,0.1896045746040489,0.25299066036316525,0.35283019377378655,normal
-0.2816954637076933,0.27609015411076393,0.15319024036103066,0.006581682483846035,normal
-1.1319159851203522,-0.1545816269577962,-0.3039101812849352,0.3910327379715594,normal
0.3175048211281706,0.30750801109626963,-0.298988158498793,1.3259948988139236,normal
-0.5873598067201052,-1.7064149238507098,0.14759798149674586,1.6611165195000983,normal
-1.9392396923412791,-0.9552222881662762,0.17924466879748835,0.7776796341916984,normal
-0.8899344737248032,0.21173067164634646,0.1637712479057993,-0.04392250707108326,normal
-1.5072368873207806,-0.5988327042870079,1.6658204491116624,0.9008222697999624,normal
-0.6689905051790986,-1.1639280365631335,0.799104703343664,1.4723377087871254,normal
1.016417741129783,0.65944968716006,0.642563556121681,1.0806058083663908,normal
-0.01451723191545134,-0.7744558685215276,-0.8482933603878499,-0.3169291394857023,normal
0.5815135786821718,-0.303089486959769,0.8486319899987865,0.17009318930177583,normal
-0.394837837848561,-0.7557862847464507,-2.8233192320503804,0.15654323877692622,normal
-0.40850665549799203,-0.6688958346377487,-1.1192167581051031,-0.6412242248956672,normal
0.7474893224464528,-0.10681471367209974,-1.2054205494628236,0.14149272831797588,normal
-2.6215030493121243,0.23857509218666212,-0.5576323114762651,-1.8608693257853461,normal
-0.8240655700891276,0.5017274494223134,0.6143132000411253,1.140008514069815,normal
0.2353722803510437,0.1604417082237617,-1.9170305264632195,-2.1726027735522813,normal
-0.41070081075986037,-0.9946687858384583,1.6714351630489646,2.083399241442323,normal
-1.5459180603072769,-1.0404214725774565,-0.06653478476448035,1.1928369384093493,normal
-1.199989075489755,0.4379249951159495,0.6761949633045569,-1.1894990675792851,normal
1.2425515307754658,1.0061719763704857,0.7793191546334697,-1.5159911933047994,normal
0.26061932524181625,-0.31211016093279464,-0.3245872424989208,0.3531930207567358,normal
-0.15654104921830564,-1.305392145862597,-1.3353153572742809,-0.7270093769998588,normal
0.7142583868975241,0.043590288199868425,1.191976306199349,0.11902564470431394,normal
-0.9824018886114252,-0.09414003757469243,-0.7237308443943419,-0.7618615877123649,normal
-1.144467107231285,-1.2577028487827884,-0.5633962191128054,0.9656872667250759,normal
-0.25355148965924684,1.1187903703429107,-0.9611094879655938,-1.1815265092388967,normal
0.5791999758966908,-0.07092240461533061,0.626274113107564,0.940413930163167,normal
-2.8283113876476205,-1.3269668393751488,0.01720262536452283,1.3079816955406527,normal
0.5460083197366561,0.607255253313376,0.9835744714545472,-1.615664810038019,normal
0.5647850194842949,-0.022612977522936954,-1.6358473854389524,-2.425431695200063,normal
0.29041387365350235,-0.49356893667339075,-1.1212533908945759,-1.241102063982357,normal
-1.5616510413101419,-1.3288795161576756,-0.42128088412237996,-1.433043249191777,normal
-2.014851599666158,-1.252467632920457,-1.454853198867553,-0.12081096751935844,normal
1.4804234164878598,-0.0644881593918162,1.7708734993210054,-0.12713922613599227,normal
0.8455129601837296,-0.3280044993923899,-0.7387696863359396,-0.9574620967530314,normal
-0.17982656405420455,-0.26051153720211456,0.6127676659820104,0.6650984417525497,normal
0.29005319414648434,0.6822489517251092,1.015662082289308,-0.809642609591559,normal
-0.0719243930051681,-0.27207689247136363,-1.9784386154310911,-1.504138097785928,normal
-0.11117686227251852,-0.7894705433238509,1.2391650374481398,1.0582571859980714,normal
-0.5083973246776992,-1.7763894328687024,0.5834822446102466,0.6931264180314186,normal
-1.1420472830691122,-0.06745797933909643,-0.6747856001002818,0.06229863036937291,normal
0.06849629880826415,0.5577508735971785,0.01609628844997971,0.19459833627165884,normal
-0.7330207203525708,0.1554108228230547,-1.4621770241032455,-0.952898343799446,normal
-0.2703849297356084,0.9676013441579057,0.7924607820038047,1.0274264431360616,normal
1.500719489387183,1.0139148351924976,0.4303008484185273,0.15228786095830404,normal
-1.3623365241512169,-1.3204144165769227,0.898447432286918,-1.2657594479771543,normal
0.21107428951529905,1.0749584318418852,-0.786611347916683,-1.2111417148122572,normal
0.5267623092351498,1.8760543904696205,1.673927193013443,1.1703073740198378,normal
-0.46759205845122226,-0.12900345795747448,-0.2721010043990815,-1.4319352342685996,normal
2.211535684113071,2.3831794211927972,0.3536133946845674,0.7270604306506313,normal
0.9139007235003492,-1.0809544997265332,-0.5956820254515768,0.5008466626378482,normal
1.7057383099179584,0.6805180834700729,-0.40427245883046437,0.8159754028939361,normal
-0.8446383326589286,-0.647550685229931,-0.15554154052721544,0.6855461963753083,normal
-0.9839224475943514,-0.412314312348807,0.30510014724311596,0.41927552525254125,normal
1.0013432994690836,1.1488693871916078,0.37239210377908405,0.9555098662821928,normal
-1.04939120871703,-0.24715187343001224,0.020443160865893987,-0.7980549319372143,normal
-0.6788590547168789,-0.3860717259311488,-0.21799541467369682,-1.3535973193451818,normal
0.7372960204809645,0.9436710105694132,1.3906573625392316,1.5821760759980357,normal
-0.8697436608629591,-0.7053844843652055,1.2500914304763173,-0.6980624329260549,normal
-0.20960487292930272,-0.27643737064712215,-0.2576597658876563,0.94408554204302,normal
-0.18877528564542864,-0.17911718498464987,0.9665914042596931,-0.78865456064135,normal
0.29219729277757617,0.6585489936367375,-0.4424419988596222,-0.4078116973433004,normal
0.2335029357902731,0.37788845208192673,1.5324606788193877,1.5020075752865762,normal
0.9180693686363849,0.29365743021917856,0.6905310163913435,0.3140916181882736,normal
0.8604590736913836,0.20575833810133146,-0.25760393589862396,0.7005498083527828,normal
0.09227751812242373,-0.8675410024203463,-0.5477077051290601,-0.0168135867930688,normal
0.13007612418436468,0.9467372195848024,1.854660337231058,-0.3721770421768816,normal
1.385014015584073,1.3159273343737428,0.186383189751565,0.7015194884661233,normal
1.5250933227203198,1.419684885814191,-1.1455593651504554,-0.39515677609815986,normal
0.2746500516975087,1.4420159392271925,0.2043805507371697,-0.27486837664718144,normal
-1.4482713718649554,-0.632837222247202,1.4041878636712049,-1.463083810469753,normal
0.14803456063969228,0.7834784667301161,0.5950002155885418,-0.15449990492021218,normal
