feature_1,feature_2,label
2.8416765865616593,1.1588893623246315,normal
1.8845834211313264,2.1809284054001674,normal
2.8793892613529324,1.8645342197080785,normal
2.1936311362028538,1.5036614338686063,normal
2.1284562464781223,1.252556732772807,normal
2.5492412706212444,2.197250665795811,normal
2.0349252310676,1.314217821301626,normal
1.5617800209697181,2.129875153749185,normal
1.6029281211389672,2.5114600008777344,normal
1.8108384532157926,2.4553815322959602,normal
2.487515493436519,2.813744017142494,normal
1.4438417170531501,1.96428478636292,normal
2.007801135126744,2.87212044629439,normal
1.4110948093712294,2.2772620845579623,normal
1.712495457292826,1.8886046140017096,normal
3.27982002479376,0.828747320286499,normal
2.1660144795980116,2.4963099494216143,normal
2.0418812509940114,1.768811841882944,normal
1.466291342224686,1.510513829020737,normal
2.1364759607624775,2.784285652569457,normal
1.7236167374241276,2.6342733357313493,normal
2.059790819052585,1.6979146075302805,normal
2.0550564659213015,0.8074586512394644,normal
2.495249809392818,2.488105781600383,normal
1.9885902752583866,1.3984823812173146,normal
1.875126649785635,1.7041994392047002,normal
1.9874590436215112,2.0703964299852693,normal
2.150295710207526,2.2078689256981856,normal
1.3923013277993457,2.188548399557164,normal
2.2477588725653748,1.6617652683176152,normal
2.266291656887737,2.464780432057602,normal
0.9721192825454736,2.8123234244992474,normal
2.0273431039422882,1.6090397914365098,normal
1.2030883706609417,2.118116741521474,normal
1.6733703652848904,2.0665535538259197,normal
1.868196867297493,2.2142675429070477,normal
2.694866524100041,2.4749976163777614,normal
1.5919851670529055,2.1393522182966023,normal
2.3090286117836287,4.311638894392832,normal
1.5047016819244932,1.8071684950082039,normal
1.7359733079818098,2.0784443463716546,normal
2.146979942665234,1.695834094777322,normal
1.4551855546872736,1.1526177791988252,normal
2.3282584287020227,1.8786844085396637,normal
1.978504376534029,2.9387861934884034,normal
2.4140863950266676,1.7592677168684983,normal
1.639616786048717,1.824983750124034,normal
2.2169816150285806,1.6129281472369255,normal
2.448376163073957,2.366222159260079,normal
2.4935269472619135,1.2674938100173867,normal
1.405678204921587,1.6602213622383368,normal
2.685693688709012,2.4511598196120645,normal
3.27329371820758,2.619479156330688,normal
1.9537389743515374,2.2046911848899864,normal
2.302992367388274,2.519453116502073,normal
2.119435817344082,1.6398698737047233,normal
2.5850718400506505,1.9117655710987167,normal
2.1451773629396205,0.8520318532053213,normal
2.21467241620897,2.3364707158209406,normal
1.448345459459718,2.9299606430105234,normal
1.979172938176854,1.2987931774282808,normal
1.0883780204275921,1.7094595562802493,normal
2.8647639734396693,1.1384827092923364,normal
2.870686164677025,2.5755624956511243,normal
2.3886131228604155,2.9138179138448153,normal
2.6185997134975705,2.558768071469719,normal
1.3094038535466184,2.2254188110074034,normal
2.979446782358981,1.1419151732236204,normal
1.90892894297865,2.352990323890746,normal
2.058197578995631,2.357094215262148,normal
1.7150328133034263,1.608002460455773,normal
1.8412059000572263,3.6321014999537713,normal
2.216837363305048,2.9228219398795816,normal
0.7849144480054357,2.1118725888616567,normal
2.2839425747441267,1.9563026524058764,normal
1.7647351081207054,1.1218910311207289,normal
2.3521142562801622,3.314273375485987,normal
2.0454827349162357,1.593702973092733,normal
2.4091717827769785,1.8138399460439263,normal
2.194450381636877,1.7689506317502102,normal
2.155929676549054,2.4690937230663863,normal
1.869391278063668,2.659266111192314,normal
1.6821438777397768,2.3079604598680135,normal
2.13445548908625,2.0075554404690767,normal
2.1776721662387457,2.1566331633079336,normal
2.6978982512929757,2.0061398366117524,normal
2.0582465296088244,2.5811869943197334,normal
3.2919094745069337,1.5395914622671703,normal
2.487717271303376,2.3777773051541673,normal
1.9347439109258855,2.241027033259365,normal
2.4881103304218017,1.261481410139627,normal
1.9312760928484294,2.742689787184077,normal
1.9306110305670556,1.8193377826464268,normal
1.5445204030677813,2.0902362718857246,normal
2.8867364268449096,1.6890378690358117,normal
1.5689334672485384,1.8719317089728917,normal
2.707664072432772,1.718494608737177,normal
1.7183153684390287,2.3255360261515787,normal
2.443079947997246,2.1028209687139823,normal
2.1253181570028534,0.8241979256721348,normal
2.068110407150749,2.397278404712628,normal
2.474619168225828,1.4543675271231566,normal
2.7832872842925975,2.0126023049796555,normal
2.5145957739212115,1.9040368820219438,normal
1.8659223288044895,2.4284002964552553,normal
1.5938467998164247,2.3670057733045207,normal
1.536304871277457,1.8579088359559948,normal
1.7320910287597875,2.5138392765940836,normal
1.362617771764337,2.284155458381109,normal
2.206170973741077,0.9421759067823596,normal
0.8487372708205752,1.9840916747304698,normal
2.0385680114572775,1.3533531332424165,normal
2.3090211603251958,2.3082715705473253,normal
1.988892118404566,1.826804816647917,normal
0.9650493004921803,1.6626274824554164,normal
1.638976032662362,3.1113669107053625,normal
3.059272544168658,2.2429890265765735,normal
1.1311493951016054,1.1555217353740668,normal
1.2852179016784109,2.393932165180298,normal
1.2078600757876146,3.098875259512612,normal
3.313881759930603,1.5150210287869093,normal
1.5244875569403797,1.9311581351198606,normal
3.388795140004105,0.8796408844449513,normal
1.570817774444019,2.4077586493608054,normal
1.506667762660141,2.146212326895147,normal
2.194499811493065,1.9219141673793891,normal
1.5149038382640874,1.6989457738492781,normal
2.572401058095921,2.390834750783479,normal
1.243469627398973,2.5507171682328655,normal
2.523392382032407,2.110005203443011,normal
1.4609511971909852,2.2951515029039036,normal
2.1865445393588026,2.885213730169731,normal
1.5300480245982577,1.8067630902765948,normal
2.493236095996694,3.138075789592368,normal
1.9919016651572397,1.3653734426264599,normal
1.2578295734731508,1.2077260321494343,normal
0.05523959595855654,1.385367415199426,normal
1.496469486066417,1.8144725744892714,normal
1.3963895711001788,1.2714868323273607,normal
1.4151909978636072,2.472250762245471,normal
1.4961668946915343,1.6403644127335868,normal
2.3425343064159003,2.6813393841083593,normal
2.2142092915790283,1.5842542428436075,normal
1.6463811458334732,2.509761258212615,normal
1.7943712900839384,1.5186336384670287,normal
2.3754004086590035,1.4857054661502305,normal
3.1194647066868537,2.2842997525470725,normal
2.1987580588421385,2.5853270762734155,normal
2.6951573474044426,1.5075906089889737,normal
2.103908555510709,2.2311904278373023,normal
1.9926519362918513,1.461647377108501,normal
0.42815293754615347,2.4931415026251345,normal
1.1733983792257454,1.4373049760509264,normal
2.3131649393701386,2.178190803939912,normal
1.0696019413603204,2.0411377848836163,normal
2.951610089687211,1.2573107007038906,normal
2.058605659129299,1.53619412968672,normal
1.5026029934467566,1.6638913758818183,normal
1.5787681436735885,1.8034027120413392,normal
2.411756114224708,1.032370477286209,normal
2.0147061045553656,2.2987989747472697,normal
2.036138125964616,3.4779452674911715,normal
2.205053585466296,3.1257025035295314,normal
3.131711540726318,2.1047466876991034,normal
2.0405169228127544,1.145151088271926,normal
2.0030680739854767,1.8592477199749118,normal
1.2798221557665341,1.799299258495431,normal
0.725662565414116,1.6845469869915433,normal
3.2863664535951953,2.3803514133908066,normal
1.5090675900599164,3.2554323654112762,normal
2.766598937473055,1.645057166698502,normal
2.052228240942903,1.8205955897204795,normal
1.0355100592632636,2.1107803151193827,normal
2.5702543029116303,1.6538578066025582,normal
1.3574645011633326,2.2894834491459113,normal
1.9567939270517998,2.6021197387352144,normal
1.336199015596383,1.2822760255515977,normal
1.71684088052634,2.6533703581804198,normal
2.947527689304435,2.460460837491745,normal
1.7173770166290063,2.1392299624145816,normal
1.1507775547697516,1.7476128063407845,normal
2.2980284918067397,1.917041419297289,normal
1.708781871302538,2.0491244836317937,normal
2.1758434839792087,1.5713891491841794,normal
1.8527671303982778,1.5477583013855063,normal
2.1685951206410197,1.6263802881076437,normal
2.5780256775465933,2.2476685561618988,normal
2.374471890231293,2.377007305558568,normal
1.9032285730003946,2.242430514088723,normal
1.1128868057795436,1.5680934749631747,normal
2.3116079085447034,2.9196433478015464,normal
1.8595079751659984,1.8595178258304916,normal
2.649830745905166,2.632281231220942,normal
1.8484591091641038,1.2513300908210905,normal
1.491923769158957,1.0910916651884812,normal
1.7219493843125226,1.720562147857846,normal
2.1545302344336585,1.9553324505402996,normal
2.5397599252599505,2.1843797125259656,normal
2.7601466895119735,1.5753983206287316,normal
1.4696855382793204,2.092235063567317,normal
-2.036005060790167,-1.498233551053988,normal
-2.230319385479894,-1.4714388868905421,normal
-2.707685371025207,-2.2103226613826794,normal
-2.495268162565344,-2.283148864801386,normal
